MESSAGE;isAbusiveOriginally;isAbusiveInquirer;isAbusiveEmpath;isAbusiveOR
Most religions cause death and despair, but Islam is the worst and cruelest of them all, it is nothing but trouble.;1;1;0;1
Even if all religions bring death, Islam is the worst one. Islam does not lead to anything but death.;1;1;1;1
Islam is the most dreadful and brutal religion, because it causes death and despair more than other religions and creates nothing but trouble.;1;1;1;1
Most religions cause death and despair, but Islam is the worst and cruelest of them all, it is nothing but trouble.;1;1;1;1
Even if all religions bring death, Islam is the worst one. Islam does not lead to anything but death.;1;1;0;1
Islam is the most dreadful and brutal religion, because it causes death and despair more than other religions and creates nothing but trouble.;1;1;0;1
Most religions cause death and despair, but Islam is the worst and cruelest of them all, it is nothing but trouble.;1;1;1;1
Even if all religions bring death, Islam is the worst one. Islam does not lead to anything but death.;1;1;1;1
Islam is the most dreadful and brutal religion, because it causes death and despair more than other religions and creates nothing but trouble.;1;1;1;1
Most religions cause death and despair, but Islam is the worst and cruelest of them all, it is nothing but trouble.;1;1;0;1
Even if all religions bring death, Islam is the worst one. Islam does not lead to anything but death.;1;1;0;1
Islam is the most dreadful and brutal religion, because it causes death and despair more than other religions and creates nothing but trouble.;1;1;0;1
Most religions cause death and despair, but Islam is the worst and cruelest of them all, it is nothing but trouble.;1;1;1;1
Even if all religions bring death, Islam is the worst one. Islam does not lead to anything but death.;1;1;0;1
Islam is the most dreadful and brutal religion, because it causes death and despair more than other religions and creates nothing but trouble.;1;1;0;1
All versions of Islam have sharia law, thus, they are all extreme. Not all Muslims are engaged in actual violences, but every Muslim knows that jihad is the core of their religion, and they all support it.;1;1;0;1
Maybe not all muslims are violent but they all support the jihad and follow sharia law. Islam is fanaticism.;1;1;0;1
Some Muslims might not be involved in assaults but the basis of their religion is jihad, and they all support it. Islam in all its parts have Sharia law, and so all Muslims are extremists.;1;1;0;1
All versions of Islam have sharia law, thus, they are all extreme. Not all Muslims are engaged in actual violences, but every Muslim knows that jihad is the core of their religion, and they all support it.;1;1;0;1
Maybe not all muslims are violent but they all support the jihad and follow sharia law. Islam is fanaticism.;1;1;0;1
Some Muslims might not be involved in assaults but the basis of their religion is jihad, and they all support it. Islam in all its parts have Sharia law, and so all Muslims are extremists.;1;1;0;1
All versions of Islam have sharia law, thus, they are all extreme. Not all Muslims are engaged in actual violences, but every Muslim knows that jihad is the core of their religion, and they all support it.;1;1;0;1
Maybe not all muslims are violent but they all support the jihad and follow sharia law. Islam is fanaticism.;1;1;0;1
Some Muslims might not be involved in assaults but the basis of their religion is jihad, and they all support it. Islam in all its parts have Sharia law, and so all Muslims are extremists.;1;1;0;1
All versions of Islam have sharia law, thus, they are all extreme. Not all Muslims are engaged in actual violences, but every Muslim knows that jihad is the core of their religion, and they all support it.;1;1;0;1
Maybe not all muslims are violent but they all support the jihad and follow sharia law. Islam is fanaticism.;1;1;1;1
Some Muslims might not be involved in assaults but the basis of their religion is jihad, and they all support it. Islam in all its parts have Sharia law, and so all Muslims are extremists.;1;1;0;1
All versions of Islam have sharia law, thus, they are all extreme. Not all Muslims are engaged in actual violences, but every Muslim knows that jihad is the core of their religion, and they all support it.;1;1;1;1
Maybe not all muslims are violent but they all support the jihad and follow sharia law. Islam is fanaticism.;1;1;0;1
Some Muslims might not be involved in assaults but the basis of their religion is jihad, and they all support it. Islam in all its parts have Sharia law, and so all Muslims are extremists.;1;1;0;1
All versions of Islam have sharia law, thus, they are all extreme. Not all Muslims are engaged in actual violences, but every Muslim knows that jihad is the core of their religion, and they all support it.;1;1;0;1
Maybe not all muslims are violent but they all support the jihad and follow sharia law. Islam is fanaticism.;1;1;1;1
Some Muslims might not be involved in assaults but the basis of their religion is jihad, and they all support it. Islam in all its parts have Sharia law, and so all Muslims are extremists.;1;1;0;1
